issue,count_20131,nan_20131,income_20131,expenses_20131,total_20131,count_20132,nan_20132,income_20132,expenses_20132,total_20132,count_20133,nan_20133,income_20133,expenses_20133,total_20133,count_20134,nan_20134,income_20134,expenses_20134,total_20134,count_20141,nan_20141,income_20141,expenses_20141,total_20141,count_20142,nan_20142,income_20142,expenses_20142,total_20142,count_20143,nan_20143,income_20143,expenses_20143,total_20143,count_20144,nan_20144,income_20144,expenses_20144,total_20144,count_20151,nan_20151,income_20151,expenses_20151,total_20151,count_20152,nan_20152,income_20152,expenses_20152,total_20152,count_20153,nan_20153,income_20153,expenses_20153,total_20153,count_20154,nan_20154,income_20154,expenses_20154,total_20154,count_20161,nan_20161,income_20161,expenses_20161,total_20161,count_20162,nan_20162,income_20162,expenses_20162,total_20162,count_20163,nan_20163,income_20163,expenses_20163,total_20163,count_20164,nan_20164,income_20164,expenses_20164,total_20164,count_20171,nan_20171,income_20171,expenses_20171,total_20171,count_20172,nan_20172,income_20172,expenses_20172,total_20172,count_20173,nan_20173,income_20173,expenses_20173,total_20173,count_20174,nan_20174,income_20174,expenses_20174,total_20174,count_20181,nan_20181,income_20181,expenses_20181,total_20181,count_20182,nan_20182,income_20182,expenses_20182,total_20182,count_20183,nan_20183,income_20183,expenses_20183,total_20183,count_20184,nan_20184,income_20184,expenses_20184,total_20184,count_20191,nan_20191,income_20191,expenses_20191,total_20191,count_20192,nan_20192,income_20192,expenses_20192,total_20192,count_20193,nan_20193,income_20193,expenses_20193,total_20193,count_20194,nan_20194,income_20194,expenses_20194,total_20194,count_20201,nan_20201,income_20201,expenses_20201,total_20201,count_20202,nan_20202,income_20202,expenses_20202,total_20202,count_20203,nan_20203,income_20203,expenses_20203,total_20203,count_20204,nan_20204,income_20204,expenses_20204,total_20204,count_20211,nan_20211,income_20211,expenses_20211,total_20211,count_20212,nan_20212,income_20212,expenses_20212,total_20212,count_20213,nan_20213,income_20213,expenses_20213,total_20213,count_20214,nan_20214,income_20214,expenses_20214,total_20214,count_20221,nan_20221,income_20221,expenses_20221,total_20221,count_20222,nan_20222,income_20222,expenses_20222,total_20222,count_20223,nan_20223,income_20223,expenses_20223,total_20223,count_20224,nan_20224,income_20224,expenses_20224,total_20224,count_20231,nan_20231,income_20231,expenses_20231,total_20231,count_20232,nan_20232,income_20232,expenses_20232,total_20232,count_20233,nan_20233,income_20233,expenses_20233,total_20233,count_20234,nan_20234,income_20234,expenses_20234,total_20234
i_AER,104.0,9.0,2612000.0,29537885.64,32149885.64,106.0,11.0,2894500.0,27535997.54,30430497.54,106.0,12.0,3509676.0,20816056.29,24325732.29,109.0,12.0,3799923.77,25529864.49,29329788.259999998,100.0,9.0,3127906.5,21800405.1,24928311.6,103.0,8.0,3498976.5,17050889.0,20549865.5,101.0,9.0,2966352.5,16002001.0,18968353.5,109.0,4.0,3210851.5,23296273.0,26507124.5,113.0,10.0,3107853.0,15199505.0,18307358.0,116.0,7.0,3427335.0,24403629.0,27830964.0,110.0,8.0,3287500.0,15579711.0,18867211.0,117.0,11.0,3411516.0,23241443.0,26652959.0,125.0,13.0,3490025.0,25005786.0,28495811.0,116.0,11.0,3691705.0,16467238.83,20158943.83,120.0,13.0,4389915.0,18939184.0,23329099.0,104.0,10.0,3881206.0,24044197.12,27925403.12,115.0,7.0,3286500.0,27671597.0,30958097.0,131.0,8.0,3718000.0,28358954.0,32076954.0,137.0,9.0,4019750.0,27388207.0,31407957.0,132.0,10.0,4064000.0,25192216.0,29256216.0,125.0,9.0,3550450.0,34590169.0,38140619.0,123.0,8.0,3658900.0,25544304.0,29203204.0,120.0,7.0,3568450.0,41294830.0,44863280.0,113.0,7.0,3350450.0,38596261.0,41946711.0,130.0,9.0,3907200.0,51012027.0,54919227.0,137.0,8.0,4287550.0,38069950.0,42357500.0,129.0,10.0,3744550.0,34783073.0,38527623.0,144.0,12.0,4172500.0,44420056.0,48592556.0,164.0,15.0,4666850.0,48715114.0,53381964.0,168.0,15.0,4661850.0,36079979.0,40741829.0,160.0,14.0,4289650.0,41863664.0,46153314.0,155.0,14.0,3972550.0,45976951.0,49949501.0,151.0,17.0,3670625.0,44364347.0,48034972.0,159.0,16.0,3988125.0,36140672.0,40128797.0,170.0,19.0,4211125.0,41806882.0,46018007.0,164.0,15.0,4038675.0,40651649.0,44690324.0,169.0,13.0,4435085.0,29817553.0,34252638.0,178.0,14.0,4509700.0,26822428.0,31332128.0,176.0,19.0,4718300.0,29270465.0,33988765.0,177.0,19.0,4427550.0,49665450.0,54093000.0,188.0,21.0,4414615.0,48301998.0,52716613.0,197.0,22.0,4931815.0,41076998.0,46008813.0,202.0,21.0,4539315.0,41479129.0,46018444.0,202.0,24.0,4526565.0,50587538.0,55114103.0
i_FUE,188.0,19.0,4997140.0,41438114.73,46435254.73,200.0,15.0,5901000.0,37432417.34,43333417.34,211.0,17.0,5262000.0,39768343.87,45030343.87,202.0,14.0,5320000.0,43023624.44,48343624.44,204.0,12.0,5412030.0,36057524.36,41469554.36,196.0,10.0,6051655.0,31036740.0,37088395.0,196.0,12.0,5665940.0,33691753.0,39357693.0,179.0,10.0,6952312.0,33590388.0,40542700.0,197.0,14.0,6587790.0,27776059.0,34363849.0,210.0,19.0,5361603.0,27876364.0,33237967.0,207.0,14.0,5319830.0,31019255.0,36339085.0,193.0,12.0,5268660.0,32130422.0,37399082.0,180.0,12.0,4969900.0,30794277.0,35764177.0,184.0,13.0,5067770.0,27131509.0,32199279.0,181.0,14.0,4891900.0,29981809.0,34873709.0,170.0,8.0,4821500.0,29907075.0,34728575.0,168.0,11.0,4963529.0,35617221.0,40580750.0,167.0,8.0,4839420.0,28208944.0,33048364.0,178.0,12.0,5890061.84,26916514.0,32806575.84,175.0,11.0,5710500.0,28579247.0,34289747.0,179.0,8.0,6030148.0,34189953.0,40220101.0,180.0,12.0,5268500.0,28693873.0,33962373.0,192.0,19.0,5865000.0,33023354.0,38888354.0,178.0,14.0,5690500.0,30407038.0,36097538.0,182.0,16.0,5550542.0,37222368.0,42772910.0,176.0,13.0,5574381.0,42533575.0,48107956.0,180.0,12.0,5858000.0,41355756.0,47213756.0,172.0,17.0,5949000.0,53843868.0,59792868.0,163.0,9.0,6279250.0,31499120.0,37778370.0,153.0,9.0,5282250.0,24954948.0,30237198.0,150.0,7.0,5037250.0,24406236.0,29443486.0,155.0,10.0,5107250.0,24969406.0,30076656.0,160.0,13.0,4719750.0,27221975.0,31941725.0,177.0,14.0,5224820.0,27208274.0,32433094.0,180.0,12.0,6088200.0,27879070.0,33967270.0,183.0,16.0,5384625.0,34008627.85,39393252.85,193.0,17.0,6223000.0,33835235.0,40058235.0,187.0,17.0,5457375.0,33313514.0,38770889.0,192.0,20.0,5544250.0,32408248.0,37952498.0,184.0,13.0,5954750.0,29675344.0,35630094.0,193.0,14.0,5996750.0,35012268.0,41009018.0,191.0,13.0,10169500.0,28936900.0,39106400.0,201.0,17.0,6621997.81,28901261.0,35523258.81,198.0,18.0,6376000.0,34833242.0,41209242.0
i_ENV,920.0,92.0,18370557.28,145100806.09,163471363.37,925.0,89.0,18709640.51,126510328.2,145219968.71,940.0,98.0,18520146.82,135440679.27,153960826.09,919.0,105.0,18658023.73,151257210.41,169915234.14,950.0,104.0,19043507.12,156243768.5,175287275.62,969.0,96.0,20155195.79,159885361.69,180040557.48,954.0,116.0,19557635.3,162124017.84,181681653.14000002,899.0,105.0,22028405.0,155511140.79,177539545.79,929.0,101.0,21020039.0,159535225.94,180555264.94,956.0,98.0,19979097.23,160008173.19,179987270.42,953.0,109.0,19662280.17,127942537.0,147604817.17000002,925.0,101.0,19051571.48,152298649.43,171350220.91,897.0,94.0,17849592.66,154081619.77,171931212.43,925.0,90.0,18610046.31,144503936.13,163113982.44,905.0,93.0,18271797.0,140629259.74,158901056.74,867.0,99.0,16919111.0,144158608.93,161077719.93,874.0,97.0,17072125.67,143247251.93,160319377.60000002,928.0,96.0,18409931.62,1127980091.16,1146390022.78,919.0,93.0,19029906.0,120097692.73,139127598.73000002,911.0,92.0,19104508.93,140531098.16,159635607.09,900.0,80.0,18928329.64,143189478.28,162117807.92000002,900.0,77.0,18577933.09,140205768.2,158783701.29,917.0,86.0,18222377.8,152033559.44,170255937.24,880.0,81.0,18046843.0,139515337.09,157562180.09,898.0,95.0,17278114.0,142468248.64,159746362.64,946.0,87.0,18951009.27,136663487.43,155614496.70000002,949.0,77.0,19548905.0,126675989.37,146224894.37,974.0,79.0,20644710.84,152830521.33,173475232.17000002,974.0,62.0,21905810.18,166014008.0,187919818.18,977.0,86.0,21328586.5,120794801.44,142123387.94,997.0,84.0,24352665.0,163232746.73,187585411.73,982.0,81.0,25013724.0,156387431.05,181401155.05,983.0,76.0,22836580.3,139998373.45,162834953.75,1110.0,79.0,25324067.0,148750086.73,174074153.73,1162.0,82.0,28192830.0,159750777.0,187943607.0,1136.0,90.0,28856696.0,164827943.14,193684639.14,1143.0,87.0,27446244.0,165434515.77,192880759.77,1165.0,92.0,28521933.0,159603731.53,188125664.53,1173.0,72.0,29081860.0,183956933.68,213038793.68,1142.0,80.0,28025568.0,184497797.19,212523365.19,1120.0,88.0,26715562.0,169388822.63,196104384.63,1156.0,87.0,28710381.0,161962941.77,190673322.77,1178.0,87.0,29319481.0,153642069.41,182961550.41,1185.0,103.0,28627005.0,188052081.29,216679086.29
i_BAN,443.0,33.0,11961798.2,64174291.57,76136089.77,445.0,37.0,12074623.0,48125458.85,60200081.85,435.0,31.0,11961706.0,45815537.27,57777243.27,435.0,31.0,11560914.0,78295841.91,89856755.91,416.0,27.0,10622912.0,59736887.0,70359799.0,429.0,21.0,12044315.0,57448234.91,69492549.91,425.0,25.0,12934605.0,51730726.76,64665331.76,394.0,21.0,12503711.0,53317684.39,65821395.39,408.0,25.0,13814000.0,51052549.0,64866549.0,436.0,32.0,11998231.0,53281804.0,65280035.0,451.0,29.0,12364007.0,51029284.0,63393291.0,439.0,30.0,12276295.0,57221092.0,69497387.0,420.0,27.0,11993987.0,51253842.0,63247829.0,429.0,28.0,12955420.0,47420562.83,60375982.83,419.0,29.0,12094313.0,45380881.0,57475194.0,412.0,27.0,11837773.0,49118354.12,60956127.12,439.0,32.0,12478037.0,50491994.78,62970031.78,459.0,30.0,13428263.0,58905334.0,72333597.0,452.0,30.0,12722365.0,53064309.0,65786674.0,452.0,28.0,13044025.0,60468426.4,73512451.4,472.0,35.0,13779720.0,60752899.0,74532619.0,504.0,35.0,15215791.0,54872813.0,70088604.0,504.0,44.0,14451700.0,52901009.0,67352709.0,483.0,36.0,13626191.0,64754170.85,78380361.85,491.0,33.0,13881372.0,62951643.43,76833015.43,518.0,34.0,14672525.0,69108085.51,83780610.51,545.0,44.0,15264885.0,83388687.38,98653572.38,552.0,31.0,16412846.0,92104044.08,108516890.08,579.0,39.0,16327063.12,97455870.49,113782933.61,617.0,40.0,16719646.18,86483952.79,103203598.97,606.0,39.0,16109935.0,106568955.72,122678890.72,582.0,43.0,15221848.0,102003575.14,117225423.14,565.0,45.0,14588075.0,82005701.94,96593776.94,581.0,46.0,15060625.0,77562714.98,92623339.98,580.0,48.0,15189915.0,83527481.14,98717396.14,575.0,40.0,15325121.0,86720811.54,102045932.54,601.0,35.0,16166675.0,92863894.26,109030569.26,597.0,36.0,16164802.0,90257537.0,106422339.0,611.0,37.0,16717079.0,111958417.58,128675496.58,614.0,36.0,16981470.0,106227980.38,123209450.38,573.0,39.0,16126722.0,99292585.0,115419307.0,582.0,41.0,16595715.0,86735477.0,103331192.0,582.0,33.0,16626719.0,80388745.0,97015464.0,591.0,32.0,17344006.0,103926708.0,121270714.0
i_WEL,36.0,5.0,428000.0,2620678.09,3048678.09,42.0,7.0,496000.0,3132520.31,3628520.31,43.0,6.0,433000.0,4501529.03,4934529.03,35.0,5.0,329000.0,4820928.37,5149928.37,41.0,8.0,427075.0,3321637.59,3748712.59,38.0,5.0,475000.0,3750647.0,4225647.0,37.0,6.0,399000.0,3582652.17,3981652.17,38.0,5.0,536000.0,3472147.0,4008147.0,37.0,3.0,516000.0,4381002.0,4897002.0,40.0,3.0,471000.0,5089806.71,5560806.71,41.0,5.0,451000.0,5581077.0,6032077.0,32.0,2.0,381000.0,5737659.0,6118659.0,37.0,2.0,461000.0,6471121.0,6932121.0,39.0,4.0,571000.0,6664293.0,7235293.0,42.0,5.0,592976.0,6309944.13,6902920.13,41.0,5.0,613000.0,6470529.73,7083529.73,33.0,2.0,383000.0,22865669.0,23248669.0,40.0,4.0,487000.0,6850731.29,7337731.29,38.0,5.0,657203.0,4287480.0,4944683.0,42.0,3.0,626000.0,4210345.0,4836345.0,44.0,4.0,667000.0,5226578.0,5893578.0,51.0,4.0,727000.0,24116541.0,24843541.0,47.0,4.0,688500.0,23969454.0,24657954.0,51.0,5.0,838500.0,7414315.4,8252815.4,54.0,7.0,1173523.54,6018549.0,7192072.54,60.0,7.0,1096999.0,8309023.0,9406022.0,57.0,5.0,1121787.0,5149724.0,6271511.0,53.0,6.0,1056000.0,5115207.0,6171207.0,60.0,7.0,892000.0,5937290.0,6829290.0,56.0,5.0,897000.0,5711416.0,6608416.0,56.0,5.0,866955.0,6252332.0,7119287.0,55.0,7.0,816955.0,7207159.0,8024114.0,55.0,6.0,780177.75,6904484.0,7684661.75,61.0,5.0,964000.0,7228253.0,8192253.0,61.0,7.0,1041000.0,6566344.0,7607344.0,56.0,7.0,860000.0,6725125.0,7585125.0,52.0,5.0,950000.0,6125696.0,7075696.0,54.0,5.0,898000.0,6552223.0,7450223.0,52.0,6.0,803000.0,6557185.0,7360185.0,48.0,5.0,792000.0,6578398.0,7370398.0,48.0,8.0,796000.0,6809000.0,7605000.0,53.0,7.0,965000.0,6022913.0,6987913.0,52.0,8.0,955000.0,5810000.0,6765000.0,55.0,8.0,1025000.0,12237358.0,13262358.0
i_DEF,1283.0,186.0,26443079.73,99454370.5,125897450.23,1359.0,179.0,28357559.0,88200875.84,116558434.84,1327.0,197.0,27405383.78,92211810.52,119617194.3,1289.0,190.0,27379349.21,110008403.3,137387752.51,1281.0,187.0,26770714.0,109063916.91,135834630.91,1298.0,154.0,28754154.0,104836616.74,133590770.74,1252.0,145.0,27598174.5,110248546.23,137846720.73000002,1230.0,146.0,28579706.5,100094665.01,128674371.51,1249.0,139.0,29018440.0,87379225.75,116397665.75,1327.0,150.0,31509391.0,116078715.14,147588106.14,1298.0,140.0,29872160.0,98172123.95,128044283.95,1235.0,140.0,28818386.0,99470494.23,128288880.23,1331.0,140.0,30414092.0,106375830.72,136789922.72,1387.0,145.0,31614467.0,106841898.54,138456365.54000002,1366.0,150.0,30993775.0,99022152.32,130015927.32,1309.0,162.0,29976713.0,107095223.62,137071936.62,1312.0,154.0,29743787.0,92532122.76,122275909.76,1379.0,157.0,31669213.0,1096956099.77,1128625312.77,1427.0,174.0,32406244.0,98541375.85,130947619.85,1410.0,163.0,32266507.0,110218403.24,142484910.24,1476.0,166.0,33481094.0,113153363.61,146634457.61,1546.0,160.0,36652212.0,114194237.39,150846449.39,1532.0,166.0,36551106.0,113646393.52,150197499.51999998,1458.0,157.0,34123613.0,112838121.11,146961734.11,1507.0,162.0,35647436.0,128841161.31,164488597.31,1614.0,169.0,38846021.0,122606587.53,161452608.53,1586.0,156.0,39015628.0,116173359.8,155188987.8,1576.0,154.0,39873434.0,133460934.28,173334368.28,1643.0,166.0,40650583.0,123454412.42,164104995.42000002,1728.0,169.0,43693751.0,126052499.29,169746250.29000002,1771.0,167.0,44797487.0,125573606.92,170371093.92000002,1728.0,169.0,44697340.0,138086526.95,182783866.95,1711.0,173.0,43548738.0,124370730.21,167919468.20999998,1794.0,165.0,46301650.0,114542751.52,160844401.51999998,1864.0,161.0,48388723.0,127006220.61,175394943.61,1862.0,147.0,48959204.0,145256806.3,194216010.3,1877.0,143.0,50276040.0,143183584.16,193459624.16,2011.0,166.0,54457046.0,267770358.97,322227404.97,2033.0,179.0,53848245.0,158123127.69,211971372.69,2058.0,191.0,54599993.0,157725471.37,212325464.37,2088.0,158.0,56067763.0,152266555.11,208334318.11,2183.0,167.0,59376735.0,170097958.0,229474693.0,2195.0,152.0,59933516.0,149706870.96,209640386.96,2198.0,158.0,61775976.0,176034318.08,237810294.08
i_SCI,366.0,22.0,6959705.0,49440334.5,56400039.5,383.0,32.0,7303600.0,49950159.01,57253759.01,371.0,21.0,7278500.0,44740102.62,52018602.62,350.0,18.0,7318000.0,70396006.08,77714006.08,359.0,19.0,7198250.0,70956269.19,78154519.19,360.0,21.0,7163250.0,71861199.16,79024449.16,359.0,19.0,7340615.0,78071999.61,85412614.61,347.0,19.0,7577917.75,76417126.23,83995043.98,362.0,34.0,8619213.75,66617261.0,75236474.75,379.0,30.0,7939820.75,80971624.24,88911444.99,368.0,26.0,7706520.0,72621033.49,80327553.49,373.0,26.0,7986150.0,71747231.62,79733381.62,380.0,26.0,8347244.0,72640767.75,80988011.75,373.0,21.0,8241250.0,75850800.94,84092050.94,366.0,31.0,7733150.0,68202652.0,75935802.0,356.0,33.0,7156050.0,67160576.0,74316626.0,365.0,28.0,7912510.0,65801340.56,73713850.56,365.0,30.0,8251650.0,61478221.16,69729871.16,366.0,28.0,8260650.0,54904920.72,63165570.72,359.0,24.0,8654650.0,59090965.77,67745615.77000001,372.0,34.0,9188090.0,49622179.07,58810269.07,381.0,33.0,9467550.0,62180974.09,71648524.09,390.0,36.0,9783654.0,48913384.07,58697038.07,395.0,33.0,9670826.0,50309618.69,59980444.69,405.0,35.0,10537270.0,72572864.77,83110134.77,445.0,45.0,11323242.0,67732645.48,79055887.48,467.0,38.0,12236650.0,76969589.35,89206239.35,467.0,46.0,11461150.0,93228956.96,104690106.96,471.0,42.0,12088150.0,86202087.9,98290237.9,484.0,43.0,11943650.0,80244196.92,92187846.92,494.0,44.0,12441650.0,81088789.58,93530439.58,479.0,54.0,11923650.0,85365752.0,97289402.0,515.0,54.0,13859775.0,85194255.31,99054030.31,614.0,62.0,15723800.0,85609342.17,101333142.17,641.0,63.0,17838625.0,96849538.4,114688163.4,661.0,61.0,19022300.0,110246402.59,129268702.59,680.0,44.0,19176594.0,110560329.84,129736923.84,736.0,57.0,20775549.0,231337891.3,252113440.3,744.0,57.0,20120149.0,107702194.69,127822343.69,698.0,57.0,19187000.0,103775115.7,122962115.7,694.0,52.0,18621300.0,93349399.09,111970699.09,757.0,58.0,20466900.0,97061357.84,117528257.84,792.0,62.0,21263802.0,88315960.48,109579762.48,789.0,62.0,22685950.0,97489457.0,120175407.0
i_TEC,524.0,38.0,16470494.13,80734041.0,97204535.13,534.0,31.0,17208839.81,68314313.88,85523153.69,537.0,35.0,18082627.0,76715499.26,94798126.26,504.0,28.0,17566858.13,88859580.55,106426438.67999999,545.0,36.0,18521109.43,88184251.7,106705361.13,561.0,39.0,18833510.0,91277610.7,110111120.7,551.0,40.0,18382750.0,102543837.34,120926587.34,508.0,30.0,16526500.0,96090712.41,112617212.41,539.0,40.0,17215000.0,89829692.0,107044692.0,555.0,38.0,17675250.0,95166628.83,112841878.83,558.0,40.0,17485750.0,82975161.76,100460911.76,550.0,32.0,16484500.0,92277496.41,108761996.41,570.0,33.0,16377464.0,102918707.58,119296171.58,562.0,36.0,15822525.0,106831538.82,122654063.82,568.0,37.0,16152600.0,103324134.0,119476734.0,530.0,36.0,15112000.0,102598409.0,117710409.0,559.0,39.0,16184942.0,105758781.0,121943723.0,583.0,43.0,17240876.09,100586082.0,117826958.09,598.0,54.0,17824500.0,102565916.0,120390416.0,628.0,49.0,18644465.41,130292738.0,148937203.41,657.0,56.0,19054673.0,125292087.0,144346760.0,665.0,51.0,21192659.0,114484113.0,135676772.0,690.0,56.0,21055891.0,111315200.0,132371091.0,691.0,47.0,22253447.0,112193017.4,134446464.4,713.0,45.0,22640470.0,113944623.0,136585093.0,752.0,49.0,23185080.0,113950619.66,137135699.66,764.0,50.0,24300412.0,112636108.31,136936520.31,765.0,44.0,23991954.0,139008927.77,163000881.77,780.0,43.0,23683687.0,142824586.9,166508273.9,782.0,40.0,24033095.0,126738322.0,150771417.0,782.0,51.0,25399702.7,124665110.58,150064813.28,772.0,60.0,26481613.0,136321082.0,162802695.0,757.0,50.0,24562929.0,130302705.0,154865634.0,797.0,45.0,26094039.0,129018353.0,155112392.0,822.0,46.0,28297339.0,139591406.48,167888745.48,819.0,49.0,29193898.0,155731836.54,184925734.54,805.0,47.0,27080157.0,143292098.38,170372255.38,821.0,51.0,27516796.0,138916311.0,166433107.0,781.0,38.0,25777447.0,144069181.58,169846628.58,743.0,42.0,23768950.0,140819848.38,164588798.38,720.0,36.0,22915699.0,129858762.0,152774461.0,729.0,40.0,22588808.0,138520275.0,161109083.0,722.0,53.0,22547925.0,124703040.0,147250965.0,711.0,48.0,22042872.0,147640293.0,169683165.0
i_HCR,2228.0,229.0,191336436.0,239791462.06,431127898.06,2262.0,231.0,53656521.21,204645665.82,258302187.03,2286.0,249.0,53972291.78,212235393.11,266207684.89000002,2228.0,250.0,53176924.94,236410774.95,289587699.89,2219.0,268.0,51483967.0,251330101.88,302814068.88,2242.0,265.0,53048245.0,244233407.33,297281652.33000004,2255.0,278.0,55838367.5,247187142.43,303025509.93,2182.0,265.0,58754140.49,232396374.45,291150514.94,2319.0,278.0,58405568.13,242004430.67,300409998.8,2368.0,279.0,57246273.65,252214982.2,309461255.84999996,2361.0,274.0,57120039.0,214513912.49,271633951.49,2300.0,270.0,55584579.74,214423231.42,270007811.15999997,2330.0,259.0,55513417.99,235400179.88,290913597.87,2371.0,241.0,58917711.48,238323075.03,297240786.51,2387.0,247.0,58076382.0,235452269.09,293528651.09000003,2334.0,257.0,57404834.0,226673590.64,284078424.64,2537.0,250.0,62569137.64,277707482.06,340276619.7,2670.0,273.0,67454091.14,242192173.79,309646264.93,2673.0,266.0,67587163.0,235625643.76,303212806.76,2609.0,254.0,66491708.16,274045841.48,340537549.64,2637.0,255.0,67425297.11,279543870.08,346969167.19,2711.0,270.0,70315860.85,244241550.62,314557411.47,2706.0,270.0,69623777.26,252411323.97,322035101.23,2621.0,277.0,67750847.0,236723322.13,304474169.13,2671.0,263.0,69291402.53,257828848.55,327120251.08000004,2746.0,262.0,73106261.41,230450481.82,303556743.23,2733.0,248.0,72614772.0,234354389.56,306969161.56,2716.0,248.0,74043266.0,247308985.45,321352251.45,2962.0,281.0,79206465.0,283448024.17,362654489.17,3202.0,280.0,88785620.96,241704295.37,330489916.33,3227.0,300.0,88382993.0,257823678.92,346206671.91999996,3175.0,307.0,88833628.99,249090550.68,337924179.67,3168.0,305.0,88632204.99,260686538.59,349318743.58,3256.0,292.0,93868071.5,240478658.99,334346730.49,3314.0,311.0,95130455.0,255116216.79,350246671.78999996,3256.0,310.0,95611375.0,264197649.22,359809024.22,3270.0,286.0,96451328.0,290463796.09,386915124.09,3315.0,283.0,98268696.0,271612903.36,369881599.36,3326.0,318.0,97328956.0,287814857.99,385143813.99,3196.0,290.0,94381169.0,281548360.89,375929529.89,3111.0,283.0,91863548.1,274335566.08,366199114.17999995,3146.0,290.0,91938655.95,237419563.43,329358219.38,3213.0,286.0,94258396.31,234907277.95,329165674.26,3144.0,289.0,91929923.0,259469934.69,351399857.69
i_TRU,56.0,4.0,978664.73,11553526.27,12532191.0,59.0,3.0,1476000.0,12785352.64,14261352.64,49.0,5.0,805000.0,9612153.62,10417153.62,48.0,5.0,815000.0,11582101.35,12397101.35,58.0,5.0,870000.0,13518556.78,14388556.78,53.0,3.0,981600.0,14302201.94,15283801.94,62.0,4.0,1380000.0,16372447.11,17752447.11,48.0,4.0,675000.0,14505067.13,15180067.13,64.0,5.0,1166500.0,18917455.0,20083955.0,73.0,7.0,1344000.0,17899888.0,19243888.0,73.0,7.0,1554000.0,21469949.0,23023949.0,73.0,8.0,1449970.0,17004864.0,18454834.0,71.0,10.0,1329500.0,15714311.9,17043811.9,74.0,9.0,1464718.0,15511195.17,16975913.17,64.0,11.0,1152000.0,14407798.0,15559798.0,60.0,11.0,1049000.0,13427786.58,14476786.58,65.0,12.0,1166500.0,10162740.0,11329240.0,76.0,10.0,1478500.0,17400918.0,18879418.0,73.0,8.0,1377500.0,14478027.0,15855527.0,74.0,9.0,1369500.0,15852399.8,17221899.8,74.0,8.0,1560000.0,14537252.0,16097252.0,83.0,8.0,1570500.0,14115900.3,15686400.3,90.0,11.0,1458000.0,17788835.0,19246835.0,85.0,11.0,1221500.0,14166793.0,15388293.0,80.0,11.0,1198500.0,15465379.0,16663879.0,84.0,9.0,1119000.0,15771098.0,16890098.0,82.0,10.0,909000.0,17173964.0,18082964.0,80.0,8.0,929000.0,12582642.0,13511642.0,86.0,14.0,1080500.0,11446467.0,12526967.0,82.0,9.0,1100500.0,8606408.0,9706908.0,83.0,13.0,1289750.0,7891828.0,9181578.0,76.0,13.0,1083500.0,9870895.0,10954395.0,74.0,9.0,1166630.0,12503160.0,13669790.0,81.0,9.0,1165115.0,9839821.0,11004936.0,86.0,10.0,1419685.0,10037281.55,11456966.55,93.0,10.0,1690427.0,12301025.0,13991452.0,95.0,12.0,1854304.0,33299551.05,35153855.05,99.0,12.0,2070121.0,10795893.18,12866014.18,89.0,10.0,1804000.0,9911918.35,11715918.35,80.0,12.0,1510000.0,11510566.0,13020566.0,85.0,13.0,1545000.0,16398917.16,17943917.16,92.0,11.0,2107500.0,14146712.01,16254212.01,92.0,10.0,2040000.0,14661975.0,16701975.0,87.0,12.0,1970000.0,19434533.0,21404533.0
i_COM,250.0,16.0,7927353.67,46559806.07,54487159.74,252.0,21.0,7925429.81,49383256.23,57308686.04,250.0,21.0,8096917.0,37534824.48,45631741.48,261.0,21.0,10616148.13,53071104.93,63687253.06,270.0,17.0,9034760.61,47462529.35,56497289.96,270.0,16.0,9629120.0,48743641.48,58372761.48,273.0,20.0,9421000.0,41915779.8,51336779.8,250.0,16.0,8360743.0,47580507.61,55941250.61,255.0,13.0,8609500.0,48631449.96,57240949.96,273.0,15.0,9444500.0,45975955.0,55420455.0,255.0,14.0,8804500.0,43648020.0,52452520.0,261.0,14.0,8087000.0,50644901.67,58731901.67,270.0,17.0,8077050.0,73257699.0,81334749.0,259.0,10.0,7604150.0,45648450.0,53252600.0,250.0,12.0,7458650.0,43986927.0,51445577.0,237.0,15.0,7378650.0,42018665.12,49397315.12,248.0,16.0,8494650.0,44361467.17,52856117.17,253.0,18.0,8098000.0,45830088.0,53928088.0,264.0,11.0,8961000.0,43237578.0,52198578.0,257.0,13.0,8687500.0,45543471.8,54230971.8,264.0,11.0,9045459.0,48363903.0,57409362.0,265.0,9.0,9154500.0,48235539.0,57390039.0,271.0,12.0,8324394.0,44927068.0,53251462.0,265.0,11.0,7998240.0,41494186.61,49492426.61,269.0,11.0,7533728.0,46522880.0,54056608.0,279.0,15.0,7711527.0,41849275.0,49560802.0,276.0,18.0,7710250.0,39735834.0,47446084.0,274.0,18.0,7749000.0,42138374.0,49887374.0,277.0,15.0,7682000.0,42363917.0,50045917.0,277.0,13.0,7462250.0,39163541.0,46625791.0,273.0,15.0,7213250.0,35085738.0,42298988.0,266.0,17.0,6696450.0,40714923.0,47411373.0,263.0,15.0,6399750.0,39176469.0,45576219.0,266.0,14.0,7401125.0,38987693.0,46388818.0,277.0,16.0,7627375.0,39076298.13,46703673.13,277.0,15.0,8050875.0,41924507.0,49975382.0,269.0,13.0,7724875.0,44153486.0,51878361.0,268.0,11.0,8197417.0,42265078.0,50462495.0,275.0,14.0,7942250.0,37948587.0,45890837.0,263.0,14.0,7682500.0,44635999.0,52318499.0,267.0,8.0,7879750.0,51010999.0,58890749.0,269.0,11.0,8297750.0,43285002.0,51582752.0,264.0,17.0,8105250.0,41385448.0,49490698.0,257.0,13.0,7929250.0,47899028.0,55828278.0
